100	6400	102400	1	5203	655360000
100	6400	102400	2	5344	655360000
100	6400	102400	3	4218	445041925
1	6400	10238400	1	279031	65525760000
1	6400	10238400	2	250266	65525760000
1	6400	10238400	3	166109	43409649610
10	6400	10238400	1	267281	65525760000
10	6400	10238400	2	251140	65525760000
10	6400	10238400	3	168703	43972718017
100	6400	10238400	1	268313	65525760000
100	6400	10238400	2	251422	65525760000
100	6400	10238400	3	164813	43593993928
