1	100	400	1	15	40000
1	100	400	2	31	40000
1	100	400	3	0	40000
10	100	400	1	0	40000
10	100	400	2	15	40000
10	100	400	3	0	40000
100	100	400	1	0	40000
100	100	400	2	31	40000
100	100	400	3	16	40000
1	100	1600	1	0	160000
1	100	1600	2	0	160000
1	100	1600	3	0	160000
10	100	1600	1	15	160000
10	100	1600	2	15	160000
10	100	1600	3	15	160000
100	100	1600	1	0	160000
100	100	1600	2	15	160000
100	100	1600	3	0	160000
1	100	2475	1	0	247500
1	100	2475	2	15	247500
1	100	2475	3	15	247500
10	100	2475	1	15	247500
10	100	2475	2	15	247500
10	100	2475	3	15	247500
100	100	2475	1	0	247500
100	100	2475	2	0	247500
100	100	2475	3	15	247500
1	400	1600	1	46	640000
1	400	1600	2	109	640000
1	400	1600	3	63	640000
10	400	1600	1	31	640000
10	400	1600	2	125	640000
10	400	1600	3	31	640000
100	400	1600	1	31	640000
100	400	1600	2	125	640000
100	400	1600	3	31	640000
1	400	6400	1	62	2560000
1	400	6400	2	93	2560000
1	400	6400	3	141	2560000
10	400	6400	1	78	2560000
10	400	6400	2	94	2560000
10	400	6400	3	63	2560000
100	400	6400	1	63	2560000
100	400	6400	2	94	2560000
100	400	6400	3	78	2560000
1	400	39900	1	328	15960000
1	400	39900	2	266	15960000
1	400	39900	3	297	15960000
10	400	39900	1	282	15960000
10	400	39900	2	282	15960000
10	400	39900	3	297	15960000
100	400	39900	1	329	15960000
100	400	39900	2	281	15960000
100	400	39900	3	313	15960000
1	800	3200	1	125	2560000
1	800	3200	2	312	2560000
1	800	3200	3	156	2560000
10	800	3200	1	109	2560000
10	800	3200	2	328	2560000
10	800	3200	3	156	2560000
100	800	3200	1	125	2560000
100	800	3200	2	328	2560000
100	800	3200	3	156	2560000
1	800	12800	1	297	10240000
1	800	12800	2	328	10240000
1	800	12800	3	313	10240000
10	800	12800	1	296	10240000
10	800	12800	2	344	10240000
10	800	12800	3	360	10240000
100	800	12800	1	281	10240000
100	800	12800	2	328	10240000
100	800	12800	3	328	10240000
1	800	159800	1	2625	127840000
1	800	159800	2	3032	127840000
1	800	159800	3	3015	127840000
10	800	159800	1	2922	127840000
10	800	159800	2	2625	127840000
10	800	159800	3	2906	127840000
100	800	159800	1	2406	127840000
100	800	159800	2	2235	127840000
100	800	159800	3	2547	127840000
1	1600	6400	1	453	10240000
1	1600	6400	2	844	10240000
1	1600	6400	3	656	10240000
10	1600	6400	1	484	10240000
10	1600	6400	2	875	10240000
10	1600	6400	3	641	10240000
100	1600	6400	1	453	10240000
100	1600	6400	2	875	10240000
100	1600	6400	3	594	10240000
1	1600	25600	1	1234	40960000
1	1600	25600	2	1188	40960000
1	1600	25600	3	1422	40960000
10	1600	25600	1	1250	40960000
10	1600	25600	2	1203	40960000
10	1600	25600	3	1437	40960000
100	1600	25600	1	1250	40960000
100	1600	25600	2	1235	40960000
100	1600	25600	3	1453	40960000
1	1600	639600	1	65531	1023360000
1	1600	639600	2	63578	1023360000
1	1600	639600	3	68360	1023360000
10	1600	639600	1	64875	1023360000
10	1600	639600	2	61969	1023360000
10	1600	639600	3	68360	1023360000
100	1600	639600	1	63265	1023360000
100	1600	639600	2	60672	1023360000
100	1600	639600	3	68766	1023360000
1	3200	12800	1	2062	40960000
1	3200	12800	2	2828	40960000
1	3200	12800	3	2625	40960000
10	3200	12800	1	1968	40960000
10	3200	12800	2	2734	40960000
10	3200	12800	3	2641	40960000
100	3200	12800	1	1985	40960000
100	3200	12800	2	2781	40960000
100	3200	12800	3	2688	40960000
1	3200	51200	1	5687	163840000
1	3200	51200	2	5000	163840000
1	3200	51200	3	6984	163840000
10	3200	51200	1	5704	163840000
10	3200	51200	2	4922	163840000
10	3200	51200	3	6734	163840000
100	3200	51200	1	5578	163840000
100	3200	51200	2	4938	163840000
100	3200	51200	3	6734	163840000
1	3200	2559200	1	610937	8189440000
1	3200	2559200	2	601797	8189440000
1	3200	2559200	3	624906	8189440000
10	3200	2559200	1	626500	8189440000
10	3200	2559200	2	621969	8189440000
10	3200	2559200	3	639234	8189440000
100	3200	2559200	1	607484	8189440000
100	3200	2559200	2	586406	8189440000
100	3200	2559200	3	643766	8189440000
1	6400	25600	1	8250	163840000
1	6400	25600	2	9484	163840000
1	6400	25600	3	11891	163840000
10	6400	25600	1	8188	163840000
10	6400	25600	2	9515	163840000
10	6400	25600	3	12078	163840000
100	6400	25600	1	8203	163840000
100	6400	25600	2	9469	163840000
100	6400	25600	3	11907	163840000
1	6400	102400	1	24609	655360000
1	6400	102400	2	19234	655360000
1	6400	102400	3	29360	655360000
10	6400	102400	1	24594	655360000
10	6400	102400	2	19297	655360000
10	6400	102400	3	29437	655360000
100	6400	102400	1	24609	655360000
100	6400	102400	2	19110	655360000
100	6400	102400	3	29625	655360000
1	6400	10238400	1	5.26756e+06	65525760000
1	6400	10238400	2	5.06706e+06	65525760000
1	6400	10238400	3	5.50672e+06	65525760000
10	6400	10238400	1	5.29091e+06	65525760000
10	6400	10238400	2	5.07691e+06	65525760000
10	6400	10238400	3	5.54575e+06	65525760000
100	6400	10238400	1	5.4188e+06	65525760000
100	6400	10238400	2	5.71276e+06	65525760000
100	6400	10238400	3	5.84959e+06	65525760000
