100	6400	102400	1	1.6255e+06	231704891618
100	6400	102400	2	1.69155e+06	231704891618
100	6400	102400	3	1.65178e+06	231704891618
1	6400	10238400	1	1.71383e+06	261778062260
1	6400	10238400	2	1.67642e+06	261778062260
1	6400	10238400	3	1.72341e+06	261778062260
10	6400	10238400	1	1.676e+06	261715916154
10	6400	10238400	2	1.73098e+06	261715916154
10	6400	10238400	3	1.68139e+06	261715916154
100	6400	10238400	1	1.68478e+06	261753427620
100	6400	10238400	2	1.70383e+06	261753427620
100	6400	10238400	3	1.65759e+06	261753427620
